180,株式会社マスターマインド
183,株式会社サン・ブライト
185,株式会社サノハツ
190,長野精工金属株式会社
191,コーメックス電子株式会社
194,株式会社ジン・コーポレーション
195,株式会社エス・イー・エム
198,高遠工業株式会社
200,セイコーエプソン株式会社
201,ｾｲｺｰｴﾌﾟｿﾝ株式会社IJP生管部
202,ｾｲｺｰｴﾌﾟｿﾝ株式会社BS調達部
204,ｾｲｺｰｴﾌﾟｿﾝ株式会社情報画像生産技術
207,ｾｲｺｰｴﾌﾟｿﾝ株式会社島内
300,ＮＨＫ
332,NHK中国工場
334,NHKその他
345,NHK(Johnson)
400,株式会社ITTキャノン
407,株式会社桂精機製作所
409,シチズン精密株式会社
410,株式会社キトー
412,有限会社共同商事
415,ｺﾆｶﾐﾉﾙﾀﾒｶﾄﾛﾆｸｽ株式会社
417,ｾｲｺｰﾌﾟﾚｼｼﾞｮﾝ株式会社
418,株式会社佐賀鉄工所
420,株式会社ジャルコ
421,有限会社昭栄精機
422,ｾｲｺｰｸﾛｯｸ株式会社
424,タカハタプレシジョンジャパン株式会社
425,千代田産業株式会社
429,株式会社 ニコン
433,ヒロセ電機株式会社
435,株式会社双葉精機製作所
436,株式会社松下製作所
438,三井金属工業株式会社
439,株式会社宮入ﾊﾞﾙﾌﾞ製作所
443,山梨電子工業株式会社
449,山梨積水株式会社
450,株式会社メイコー
451,富士工器株式会社
455,シナノカメラコウギョウ株式会社
456,日本防振工業株式会社
457,株式会社カワデン
458,有限会社共和螺子工業所
461,株式会社デリカ
463,日本電産ｻﾝｷｮｰｵﾙｺﾞｰﾙ株式会社
464,青山金属工業株式会社
466,新友電子
467,サスナカ通信工業株式会社
468,株式会社共立製作所
469,株式会社ピーエーイー
470,東芝ﾋﾞｼﾞﾈｽｱﾝﾄﾞﾗｲﾌｻｰﾋﾞｽ株式会社
471,株式会社Ｓ.Ｉ.Ｖ
472,大新産業株式会社
474,太陽工業株式会社
476,有限会社ミソノ
477,島根三洋電機株式会社
478,鳥取三洋電機株式会社
479,有限会社トラストパーツ
480,日本ミニモーター株式会社
481,株式会社アイニックス
482,シグマテクノロジー株式会社
483,長野ドライルーブ株式会社
484,株式会社宇野製作所 前橋工場
485,株式会社田中製作所 本社工場
486,株式会社日照プレス
487,株式会社西谷精巧舎
490,カンタツ株式会社
491,株式会社サンコー三田工場
492,株式会社サンコー本社
493,株式会社サンコー堀金工場
494,東京システム開発株式会社
496,岡本無線電機株式会社
497,スタンダード株式会社
498,三喜鋲螺株式会社
499,共信精機株式会社
500,畑楽・ﾏｲﾎﾟｰﾀｰ一括
501,株式会社　丸谷工業
502,株式会社 ダイシン
503,プラス株式会社
504,信州電機産業株式会社
505,有限会社　矢崎製作所
506,ﾏｲｸﾛｿﾘｭｰｼｮﾝ株式会社
507,電産國際（香港）有限公司
508,株式会社東京鋲兼
509,共栄電工株式会社　高田工場
510,サンコーインダストリー株式会社
511,FUJI ELECTRIC SEMICONDUCTOR (M) SDN BHD
512,株式会社日本ピスコ
513,Shajing Tai Fung Electric Factory
514,伸和金物貿易 株式会社
515,旭計器株式会社
516,有限会社 福沢製作所
517,有限会社 マルダイ電子工業
518,株式会社ティーディー・ドライブ
519,株式会社宮木製作所
520,オリップ(株)
521,中村製作所
522,(株)ハイオス
523,センテック株式会社
524,モリタニ商会
525,アルプススクリュー株式会社
526,ｳｫﾝｽﾞｲﾝﾀｰﾅｼｮﾅﾙｼﾞｬﾊﾟﾝ（株）
527,山洋工業株式会社 物流センター
528,ピーエス特機株式会社
529,ミネベアモーター株式会社
530,エントラスト株式会社
531,東京測定器材株式会社
532,ﾀｶﾊﾀﾌﾟﾚｼｼﾞｮﾝｼﾞｬﾊﾟﾝ株式会社 境川事業所
533,富士部品工業株式会社
534,東北タツミ株式会社
535,株式会社 IHI回転機械
536,株式会社 日輝製作所
537,多摩川精機株式会社
538,SEIｵﾌﾟﾃｨﾌﾛﾝﾃｨｱ株式会社
539,コトヒラ工業株式会社
540,株式会社　ケーアンドケー
541,有限会社プラネシア
542,日本電産ｻﾝｷｮｰｵﾙｺﾞｰﾙ記念館すわのね
543,諏訪金属株式会社
544,株式会社 三笠・鋲螺
545,三沢エンジニアリング株式会社
546,シナノ電子株式会社
547,株式会社 トキワ螺子
548,山京インテック株式会社
549,有限会社キショウ工業
550,株式会社 長野汎用計器製作所
551,株式会社乾光精機製作所
552,中野プラスチック工業株式会社
553,鈴木プレス工業株式会社
9999,スポット得意先
